КодЗаказа	ДатаРазмещения	ДатаИсполнения	Марка	Категория	Цена	Скидка	Количество	БазоваяЦена	Заказчик	ГородЗаказчика	СтранаЗаказчика	НазваниеПолучателя	СтранаПолучателя	Менеджер	Филиал	Поставщик	ГородПоставщика	СтранаПоставщика	Перевозчик	СтоимостьДоставки	СтоимостьДоставкиШт	ПоставкиПрекращены
10503	11.04.1997	16.04.1997	Chang	Напитки	210,5	0	20	855	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Акбаев	Россия	ООО Экзотика	Москва	Россия	Почта	16,74	0,172017085672443	0
10503	11.04.1997	16.04.1997	Rossle Sauerkraut	Фрукты	232,5	0	70	2052	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Акбаев	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Почта	16,74	0,189995118379302	1
10504	11.04.1997	18.04.1997	Laughing Lumberjack Lager	Напитки	100	0	12	630	White Clover Markets	Сиэтл	США	White Clover Markets	США	Воронова	Украина	Bigfoot Breweries	Бенд	США	Иное	59,13	0,425855239467051	0
10504	11.04.1997	18.04.1997	Pavlova	Кондитерские изделия	190	0	12	785,25	White Clover Markets	Сиэтл	США	White Clover Markets	США	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Иное	59,13	0,809124954987396	0
10504	11.04.1997	18.04.1997	Camembert Pierrot	Молочные продукты	285	0	25	1540	White Clover Markets	Сиэтл	США	White Clover Markets	США	Воронова	Украина	Gai paturage	Аннеси	Франция	Иное	59,13	1,21368743248109	0
10504	11.04.1997	18.04.1997	Filo Mix	Хлебобулочные изделия	328	0	10	315	White Clover Markets	Сиэтл	США	White Clover Markets	США	Воронова	Украина	G'day, Mate	Сидней	Австралия	Иное	59,13	1,39680518545193	0
10505	14.04.1997	21.04.1997	Sirop d'erable	Приправы	493	0	3	1282,5	Mere Paillarde	Монреаль	Канада	Mere Paillarde	Канада	Бабкина	Украина	Forots d'Erables	Сте-Хиацинте	Канада	Иное	7,13	2,37666666666667	0
10506	15.04.1997	02.05.1997	Flotemysost	Молочные продукты	140	0,100000001	18	967,5	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Ясенева	Украина	Norske Meierier	Сандвикен	Норвегия	Почта	21,19	0,642121212121212	0
10506	15.04.1997	02.05.1997	Uncle Bob's Organic Dried Pears	Фрукты	150	0,100000001	14	1350	Koniglich Essen	Бранденбург	Германия	Koniglich Essen	Германия	Ясенева	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Почта	21,19	0,687987012987013	0
10507	15.04.1997	22.04.1997	Zaanse koeken	Кондитерские изделия	127,5	0,150000006	15	427,5	Antonio Moreno Taqueria	Мехико	Мексика	Antonio Moreno Taqueria	Мексика	Кралев	Россия	Zaanse Snoepfabriek	Зандам	Нидерланды	Ространс	47,45	0,686510638297872	0
10507	15.04.1997	22.04.1997	Singaporean Hokkien Fried Mee	Хлебобулочные изделия	460	0,150000006	15	630	Antonio Moreno Taqueria	Мехико	Мексика	Antonio Moreno Taqueria	Мексика	Кралев	Россия	Leka Trading	Сингапур	Сингапур	Ространс	47,45	2,47682269503546	1
10508	16.04.1997	13.05.1997	Cote de Blaye	Напитки	180	0	10	11857,5	Ottilies Kaseladen	Кельн	Германия	Ottilies Kaseladen	Германия	Белова	Россия	Aux joyeux ecclesiastiques	Париж	Франция	Почта	4,99	0,37425	0
10508	16.04.1997	13.05.1997	Schoggi Schokolade	Кондитерские изделия	60	0	10	1975,5	Ottilies Kaseladen	Кельн	Германия	Ottilies Kaseladen	Германия	Белова	Россия	АО Германия-Россия	Москва	Россия	Почта	4,99	0,12475	0
10509	17.04.1997	29.04.1997	Longlife Tofu	Фрукты	456	0	3	450	Blauer See Delikatessen	Мангейм	Германия	Blauer See Delikatessen	Германия	Воронова	Украина	Tokyo Traders	Токио	Япония	Ространс	0,15	0,05	0
10510	18.04.1997	28.04.1997	Rhonbrau Klosterbier	Напитки	1237,9	0	36	348,75	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Акбаев	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Иное	367,63	9,61028282482726	0
10510	18.04.1997	28.04.1997	Queso Manchego La Pastora	Молочные продукты	77,5	0,100000001	36	1710	Save-a-lot Markets	Буа	США	Save-a-lot Markets	США	Акбаев	Россия	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Иное	367,63	0,601661619617184	0
10511	18.04.1997	21.04.1997	Sir Rodney's Scones	Кондитерские изделия	300	0,150000006	50	450	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Specialty Biscuits, Ltd.	Манчестер	Великобритания	Иное	350,64	3,5064	0
10511	18.04.1997	21.04.1997	Gustaf's Knackebrod	Хлебобулочные изделия	400	0,150000006	10	945	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	PB Knackebrod AB	Гетеборг	Швеция	Иное	350,64	4,6752	0
10511	18.04.1997	21.04.1997	Carnarvon Tigers	Рыбопродукты	220	0,150000006	50	2812,5	Bon app'	Марсель	Франция	Bon app'	Франция	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Иное	350,64	2,57136	0
10512	21.04.1997	24.04.1997	Outback Lager	Напитки	45	0,150000006	10	675	Familia Arquibaldo	Сан-Пауло	Бразилия	Familia Arquibaldo	Бразилия	Кралев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Почта	3,53	0,0257038834951456	0
10512	21.04.1997	24.04.1997	Raclette Courdavault	Молочные продукты	340	0,150000006	12	2475	Familia Arquibaldo	Сан-Пауло	Бразилия	Familia Arquibaldo	Бразилия	Кралев	Россия	Gai paturage	Аннеси	Франция	Почта	3,53	0,1942071197411	0
10512	21.04.1997	24.04.1997	Rogede sild	Рыбопродукты	120	0,150000006	9	427,5	Familia Arquibaldo	Сан-Пауло	Бразилия	Familia Arquibaldo	Бразилия	Кралев	Россия	Lyngbysild	Лингби	Дания	Почта	3,53	0,0685436893203883	0
10512	21.04.1997	24.04.1997	Spegesild	Рыбопродукты	95	0,150000006	6	540	Familia Arquibaldo	Сан-Пауло	Бразилия	Familia Arquibaldo	Бразилия	Кралев	Россия	Lyngbysild	Лингби	Дания	Почта	3,53	0,0542637540453074	0
10513	22.04.1997	28.04.1997	Laughing Lumberjack Lager	Напитки	100	0,200000003	40	630	Die Wandernde Kuh	Штутгарт	Германия	Die Wandernde Kuh	Германия	Кралев	Россия	Bigfoot Breweries	Бенд	США	Ространс	105,65	0,435221421215242	0
10513	22.04.1997	28.04.1997	Gorgonzola Telino	Молочные продукты	320	0,200000003	50	562,5	Die Wandernde Kuh	Штутгарт	Германия	Die Wandernde Kuh	Германия	Кралев	Россия	Formaggi Fortini s.r.l.	Равенна	Италия	Ространс	105,65	1,39270854788877	0
10513	22.04.1997	28.04.1997	Camembert Pierrot	Молочные продукты	285	0,200000003	15	1540	Die Wandernde Kuh	Штутгарт	Германия	Die Wandernde Kuh	Германия	Кралев	Россия	Gai paturage	Аннеси	Франция	Ространс	105,65	1,24038105046344	0
10514	22.04.1997	16.05.1997	Chang	Напитки	210,5	0	39	855	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	ООО Экзотика	Москва	Россия	Почта	789,95	1,92828247395184	0
10514	22.04.1997	16.05.1997	Louisiana Hot Spiced Okra	Приправы	810	0	39	765	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	New Orleans Cajun Delights	Новый Орлеан	США	Почта	789,95	7,41999431781943	0
10514	22.04.1997	16.05.1997	Queso Manchego La Pastora	Молочные продукты	77,5	0	50	1710	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	Cooperativa de Quesos 'Las Cabras'	Овьедо	Испания	Почта	789,95	0,709937727939514	0
10514	22.04.1997	16.05.1997	Pate chinois	Мясо/птица	380	0	70	1080	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	Ma Maison	Монреаль	Канада	Почта	789,95	3,48098498860665	0
10514	22.04.1997	16.05.1997	Longlife Tofu	Фрукты	456	0	35	450	Ernst Handel	Грасс	Австрия	Ernst Handel	Австрия	Бабкина	Украина	Tokyo Traders	Токио	Япония	Почта	789,95	4,17718198632798	0
10515	23.04.1997	23.05.1997	Mascarpone Fabioli	Молочные продукты	25	0,150000006	16	1440	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Новиков	Россия	Formaggi Fortini s.r.l.	Равенна	Италия	Ространс	204,47	0,0482764319780894	0
10515	23.04.1997	23.05.1997	Raclette Courdavault	Молочные продукты	340	0,150000006	84	2475	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Новиков	Россия	Gai paturage	Аннеси	Франция	Ространс	204,47	0,656559474902016	0
10515	23.04.1997	23.05.1997	Tunnbrod	Хлебобулочные изделия	970	0,150000006	16	405	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Новиков	Россия	PB Knackebrod AB	Гетеборг	Швеция	Ространс	204,47	1,87312556074987	0
10515	23.04.1997	23.05.1997	Nord-Ost Matjeshering	Рыбопродукты	174,5	0	50	1165,05	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Новиков	Россия	Nord-Ost-Fisch mbH	Куксхавен	Германия	Ространс	204,47	0,336969495207064	0
10515	23.04.1997	23.05.1997	Rod Kaviar	Рыбопродукты	439	0	120	675	QUICK-Stop	Кюневальд	Германия	QUICK-Stop	Германия	Новиков	Россия	Svensk Sjofoda AB	Стокгольм	Швеция	Ространс	204,47	0,847734145535251	0
10516	24.04.1997	01.05.1997	Wimmers gute Semmelknodel	Хлебобулочные изделия	625	0,100000001	25	1496,25	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Новиков	Россия	Plutzer Lebensmittelgrossmarkte AG	Франкфурт	Германия	Иное	62,78	1,50076496462039	0
10516	24.04.1997	01.05.1997	Boston Crab Meat	Рыбопродукты	96,5	0,100000001	80	828	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Новиков	Россия	New England Seafood Cannery	Бостон	США	Иное	62,78	0,231718110537388	0
10516	24.04.1997	01.05.1997	Jack's New England Clam Chowder	Рыбопродукты	140	0	20	434,25	Hungry Owl All-Night Grocers	Корк	Ирландия	Hungry Owl All-Night Grocers	Ирландия	Новиков	Россия	New England Seafood Cannery	Бостон	США	Иное	62,78	0,336171352074967	0
10517	24.04.1997	29.04.1997	Manjimup Dried Apples	Фрукты	70	0	6	2385	North/South	Лондон	Великобритания	North/South	Великобритания	Бабкина	Украина	G'day, Mate	Сидней	Австралия	Иное	32,07	0,637755681818182	0
10517	24.04.1997	29.04.1997	Uncle Bob's Organic Dried Pears	Фрукты	150	0	6	1350	North/South	Лондон	Великобритания	North/South	Великобритания	Бабкина	Украина	Grandma Kelly's Homestead	Анн-Арбор	США	Иное	32,07	1,36661931818182	0
10517	24.04.1997	29.04.1997	Escargots de Bourgogne	Рыбопродукты	550	0	4	596,25	North/South	Лондон	Великобритания	North/South	Великобритания	Бабкина	Украина	Escargots Nouveaux	Монсо	Франция	Иное	32,07	5,0109375	0
10518	25.04.1997	05.05.1997	Outback Lager	Напитки	45	0	5	675	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Воронова	Украина	Pavlova, Ltd.	Мельбурн	Австралия	Почта	218,15	0,236545342827195	0
10518	25.04.1997	05.05.1997	Ipoh Coffee	Напитки	194,5	0	9	2070	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Воронова	Украина	Leka Trading	Сингапур	Сингапур	Почта	218,15	1,02240153733088	0
10518	25.04.1997	05.05.1997	Gravad lax	Рыбопродукты	2635	0	15	1170	Tortuga Restaurante	Мехико	Мексика	Tortuga Restaurante	Мексика	Воронова	Украина	Svensk Sjofoda AB	Стокгольм	Швеция	Почта	218,15	13,8510439633257	0
10519	28.04.1997	01.05.1997	Guarana Fantastica	Напитки	310	0,050000001	16	202,5	Chop-suey Chinese	Берн	Швейцария	Chop-suey Chinese	Швейцария	Акбаев	Россия	Refrescos Americanas LTDA	Сан-Паулу	Бразилия	Иное	91,76	1,20736842105263	1
10519	28.04.1997	01.05.1997	Raclette Courdavault	Молочные продукты	340	0,050000001	10	2475	Chop-suey Chinese	Берн	Швейцария	Chop-suey Chinese	Швейцария	Акбаев	Россия	Gai paturage	Аннеси	Франция	Иное	91,76	1,32421052631579	0
10519	28.04.1997	01.05.1997	Pate chinois	Мясо/птица	380	0	40	1080	Chop-suey Chinese	Берн	Швейцария	Chop-suey Chinese	Швейцария	Акбаев	Россия	Ma Maison	Монреаль	Канада	Иное	91,76	1,48	0
10520	29.04.1997	01.05.1997	Outback Lager	Напитки	45	0	8	675	Santu Gourmet	Ставерен	Норвегия	Sante Gourmet	Норвегия	Кралев	Россия	Pavlova, Ltd.	Мельбурн	Австралия	Ространс	13,37	0,300825	0
10520	29.04.1997	01.05.1997	Filo Mix	Хлебобулочные изделия	328	0	5	315	Santu Gourmet	Ставерен	Норвегия	Sante Gourmet	Норвегия	Кралев	Россия	G'day, Mate	Сидней	Австралия	Ространс	13,37	2,19268	0
10521	29.04.1997	02.05.1997	Sasquatch Ale	Напитки	180	0	3	630	Cactus Comidas para llevar	Буэнос-Айрес	Аргентина	Cactus Comidas para llevar	Аргентина	Крылова	Россия	Bigfoot Breweries	Бенд	США	Почта	17,22	1,37454545454545	0
10521	29.04.1997	02.05.1997	Chef Anton's Gumbo Mix	Приправы	125	0	6	960,75	Cactus Comidas para llevar	Буэнос-Айрес	Аргентина	Cactus Comidas para llevar	Аргентина	Крылова	Россия	New Orleans Cajun Delights	Новый Орлеан	США	Почта	17,22	0,954545454545454	1
